,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,YOB,Item_Outlet_Sales
4344,NCM18,13,Low Fat,0.08284187,Household,63.0194,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1197.659667
4345,FDK16,9.065,Low Fat,0.115329787,Frozen Foods,97.1094,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1470.288946
4346,FDI28,14.3,Low Fat,0.026470587,Frozen Foods,80.8302,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1187.226943
4347,FDS11,7.05,Regular,0.055784831,Breads,224.5088,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3253.189642
4348,DRD13,15,Low Fat,0.049079463,Soft Drinks,65.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1012.679173
4349,FDL36,15.1,Low Fat,0.0760611,Baking Goods,88.783,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1372.075026
4350,FDI27,8.71,Regular,0.045948045,Dairy,47.2744,OUT013,1987,High,Tier 3,Supermarket Type1,32,713.8571284
4351,FDJ53,12.5,Low Fat,0.124763406,Frozen Foods,119.0098,OUT019,1985,Small,Tier 1,Grocery Store,34,244.9073322
4352,FDS44,12.65,Regular,0,Fruits and Vegetables,240.7538,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3921.231352
4353,FDE28,9.5,Regular,0.132546993,Frozen Foods,230.3668,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3459.322659
4354,FDQ33,13.35,Low Fat,0.091578701,Snack Foods,151.5708,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2464.3009
4355,FDB37,20.25,Regular,0.023070588,Baking Goods,238.6538,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4384.604182
4356,FDQ31,5.785,Regular,0.053956419,Fruits and Vegetables,86.0856,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1351.722125
4357,NCQ05,11.395,Low Fat,0.021606087,Health and Hygiene,150.0708,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2436.635895
4358,FDE10,6.67,Regular,0.089873267,Snack Foods,130.4626,OUT013,1987,High,Tier 3,Supermarket Type1,32,2016.170132
4359,FDF38,11.8,Regular,0.026507096,Canned,39.8138,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,672.0088675
4360,FDE50,12.5,Regular,0.028373995,Canned,187.0556,OUT019,1985,Small,Tier 1,Grocery Store,34,681.9571182
4361,DRG37,16.2,Low Fat,0.032435523,Soft Drinks,154.9972,OUT010,1998,Medium,Tier 3,Grocery Store,21,411.0468681
4362,NCH06,12.3,Low Fat,0.076673407,Household,248.346,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3737.847087
4363,FDY14,10.3,Low Fat,0.070182238,Dairy,264.6226,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4403.20043
4364,FDO27,6.175,Regular,0.180090411,Meat,95.2752,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1781.043932
4365,FDQ19,7.35,Regular,0.014387462,Fruits and Vegetables,241.4512,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3843.189699
4366,FDZ26,12.5,Regular,0.252155886,Dairy,237.6222,OUT019,1985,Small,Tier 1,Grocery Store,34,582.5576134
4367,FDN51,17.85,Regular,0.020929396,Meat,260.5936,OUT013,1987,High,Tier 3,Supermarket Type1,32,4296.825462
4368,FDK20,12.6,Regular,0,Fruits and Vegetables,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2300.455344
4369,FDD40,20.25,Regular,0.014853619,Dairy,192.8162,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2667.129303
4370,DRI25,19.6,Low Fat,0.034039542,Soft Drinks,57.0614,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,821.0192878
4371,FDH56,9.8,Regular,0.064178182,Fruits and Vegetables,115.7492,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1777.750021
4372,FDI36,12.5,Regular,0.062041531,Baking Goods,196.8426,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4830.832921
4373,DRH11,5.98,Low Fat,0.075865756,Hard Drinks,56.6614,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,889.4269723
4374,NCV18,6.775,Low Fat,0.105841179,Household,83.325,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1829.369124
4375,DRI01,7.97,Low Fat,0.034506514,Soft Drinks,172.6422,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2715.895005
4376,DRE48,8.43,Low Fat,0.017352667,Soft Drinks,198.7768,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2901.826405
4377,FDS51,13.35,Low Fat,0.032174409,Meat,60.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1062.484039
4378,FDM38,5.885,Regular,0.093296061,Canned,50.5982,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,954.3574053
4379,FDB60,12.5,Low Fat,0.02838397,Baking Goods,193.3136,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4329.522398
4380,FDY58,11.65,Low Fat,0.039911033,Snack Foods,228.9694,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4326.449286
4381,FDY22,16.5,Regular,0.160044589,Snack Foods,143.4128,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2132.179682
4382,FDF11,12.5,Regular,0,Starchy Foods,238.3538,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4789.331954
4383,FDZ51,11.3,Regular,0.054542505,Meat,97.2094,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1529.642299
4384,FDQ45,9.5,Regular,0.010978804,Snack Foods,182.1608,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3379.599951
4385,FDF17,5.19,Low Fat,0.042612828,Frozen Foods,196.411,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3191.776537
4386,NCF31,12.5,Low Fat,0.051596351,Household,152.1024,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3733.829674
4387,FDA37,7.81,Regular,0.055180797,Canned,125.2046,OUT013,1987,High,Tier 3,Supermarket Type1,32,1773.216255
4388,FDO51,6.785,Regular,0,Meat,43.4112,OUT046,1997,Small,Tier 1,Supermarket Type1,22,931.237138
4389,FDF34,9.3,Regular,0.014007727,Snack Foods,198.1084,OUT013,1987,High,Tier 3,Supermarket Type1,32,2802.511275
4390,FDD57,18.1,Low Fat,0.022490839,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1222.777429
4391,FDO37,8.06,Low Fat,0.021376678,Breakfast,229.3326,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3767.464872
4392,FDR49,8.71,Low Fat,0.139444875,Canned,49.8376,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,879.7003709
4393,FDS39,6.895,Low Fat,0.022495495,Meat,142.0812,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2140.502038
4394,FDI48,12.5,Regular,0.05544858,Baking Goods,52.3666,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1803.279814
4395,DRM35,9.695,Low Fat,0.070554078,Hard Drinks,178.9344,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3534.827316
4396,FDV57,15.25,Regular,0.065884096,Snack Foods,181.566,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3386.697216
4397,FDZ55,6.055,Low Fat,0.025387558,Fruits and Vegetables,161.592,OUT013,1987,High,Tier 3,Supermarket Type1,32,2512.544357
4398,FDI28,14.3,Low Fat,0.026316724,Frozen Foods,78.1302,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1159.925703
4399,FDS21,19.85,Regular,0.020918489,Snack Foods,63.3194,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,927.3941759
4400,FDT34,9.3,Low Fat,0,Snack Foods,106.3964,OUT013,1987,High,Tier 3,Supermarket Type1,32,1879.02217
4401,DRI25,19.6,Low Fat,0.033895032,Soft Drinks,54.7614,OUT035,2004,Small,Tier 2,Supermarket Type1,15,943.743593
4402,FDT47,5.26,Regular,0.041022765,Breads,95.2068,OUT010,1998,Medium,Tier 3,Grocery Store,21,253.3630722
4403,DRH39,20.7,Low Fat,0.092878183,Dairy,75.167,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1533.436587
4404,NCD54,21.1,Low Fat,0.029067775,Household,144.7786,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2138.264513
4405,FDU16,12.5,Regular,0.057992904,Frozen Foods,84.8908,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2353.266821
4406,NCW29,14,Low Fat,0.028921492,Health and Hygiene,129.631,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1892.208698
4407,FDV25,12.5,Low Fat,0.04543117,Canned,221.1456,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5331.748178
4408,FDM56,16.7,Low Fat,0.070178316,Fruits and Vegetables,109.6912,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1570.632543
4409,FDZ04,12.5,Low Fat,0.037771295,Frozen Foods,64.951,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1899.25038
4410,FDG59,12.5,Low Fat,0.075698157,Starchy Foods,37.2164,OUT019,1985,Small,Tier 1,Grocery Store,34,177.9960926
4411,FDI56,7.325,Low Fat,0.093574769,Fruits and Vegetables,90.3146,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1473.139661
4412,FDS33,6.67,Regular,0.123405255,Snack Foods,88.4514,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1618.385954
4413,FDC23,18,Low Fat,0.017934042,Starchy Foods,175.7686,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3057.842895
4414,FDT11,5.94,Regular,0.029418033,Breads,185.8556,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3096.63424
4415,FDG17,6.865,Regular,0.035912897,Frozen Foods,244.8486,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4365.186836
4416,FDZ44,8.185,Low Fat,0.038807601,Fruits and Vegetables,117.7808,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1428.278932
4417,FDJ52,7.145,Low Fat,0.017772062,Frozen Foods,160.9578,OUT013,1987,High,Tier 3,Supermarket Type1,32,2328.945364
4418,DRI23,18.85,Low Fat,0.137196951,Hard Drinks,159.4578,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2443.848456
4419,DRE15,13.35,Low Fat,0.029769107,Dairy,77.6012,OUT010,1998,Medium,Tier 3,Grocery Store,21,191.2634748
4420,NCF07,9,Low Fat,0.031995886,Household,101.6016,OUT013,1987,High,Tier 3,Supermarket Type1,32,1476.632097
4421,NCR29,7.565,Low Fat,0.054725828,Health and Hygiene,56.293,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,918.5166861
4422,FDE44,12.5,Low Fat,0.300078353,Fruits and Vegetables,48.1692,OUT019,1985,Small,Tier 1,Grocery Store,34,216.7077793
4423,FDT23,7.72,Regular,0.074717347,Breads,79.6986,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1464.413917
4424,NCG06,16.35,Low Fat,0.029611916,Household,259.0646,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3457.20252
4425,NCU41,18.85,Low Fat,0.087129095,Health and Hygiene,191.7846,OUT010,1998,Medium,Tier 3,Grocery Store,21,555.1625937
4426,FDH46,6.935,Regular,0.041515796,Snack Foods,102.8332,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1835.917278
4427,FDV31,9.8,Low Fat,0.106628515,Fruits and Vegetables,177.737,OUT013,1987,High,Tier 3,Supermarket Type1,32,3136.588618
4428,NCT41,12.5,Low Fat,0,Health and Hygiene,153.7024,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3984.226514
4429,FDE22,12.5,Low Fat,0.029429602,Snack Foods,160.392,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3951.022264
4430,FDC26,10.195,Low Fat,0.126639402,Canned,109.5886,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1724.51164
4431,DRF51,15.75,Low Fat,0.166776273,Dairy,36.5506,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,790.7288121
4432,NCY53,12.5,Low Fat,0.102393277,Health and Hygiene,113.1544,OUT019,1985,Small,Tier 1,Grocery Store,34,282.9419966
4433,FDY21,15.1,Low Fat,0.174462585,Snack Foods,197.711,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3498.315771
4434,FDL27,6.17,Low Fat,0.010622102,Meat,64.5826,OUT013,1987,High,Tier 3,Supermarket Type1,32,943.6727829
4435,FDZ34,6.695,Low Fat,0.07599649,Starchy Foods,194.182,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3581.958649
4436,NCF43,8.51,Low Fat,0.0869468,Household,144.347,OUT010,1998,Medium,Tier 3,Grocery Store,21,380.1303284
4437,FDC21,14.6,Regular,0.042950697,Fruits and Vegetables,108.4254,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1771.83427
4438,FDL26,18,Low Fat,0.073131911,Canned,156.0972,OUT013,1987,High,Tier 3,Supermarket Type1,32,2496.216277
4439,FDT25,7.5,Low Fat,0.08494673,Canned,120.5072,OUT010,1998,Medium,Tier 3,Grocery Store,21,237.722498
4440,NCR30,20.6,Low Fat,0,Household,74.9696,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1129.674517
4441,DRL23,12.5,Low Fat,0.026795874,Hard Drinks,105.8938,OUT019,1985,Small,Tier 1,Grocery Store,34,305.0470817
4442,NCR05,10.1,Low Fat,0.054715771,Health and Hygiene,197.8084,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3025.660744
4443,NCE19,8.97,Low Fat,0.093393523,Household,54.0956,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,850.6543804
4444,FDY07,11.8,Low Fat,0,Fruits and Vegetables,44.1402,OUT035,2004,Small,Tier 2,Supermarket Type1,15,811.0345886
4445,FDB10,10,Low Fat,0,Snack Foods,235.559,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4115.41198
4446,FDP57,17.5,Low Fat,0.052400475,Snack Foods,105.099,OUT013,1987,High,Tier 3,Supermarket Type1,32,1740.218027
4447,FDU48,12.5,Low Fat,0.096925504,Baking Goods,131.3284,OUT019,1985,Small,Tier 1,Grocery Store,34,312.7478456
4448,FDH48,13.5,Low Fat,0.060468922,Baking Goods,85.254,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1342.082103
4449,FDO33,14.75,Low Fat,0.089305571,Snack Foods,115.5518,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1950.692981
4450,NCU29,7.685,Low Fat,0.025529117,Health and Hygiene,147.876,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2444.85057
4451,FDW35,10.6,Low Fat,0.011089224,Breads,41.8454,OUT046,1997,Small,Tier 1,Supermarket Type1,22,930.6046695
4452,FDH05,14.35,Regular,0.152170799,Frozen Foods,231.9984,OUT010,1998,Medium,Tier 3,Grocery Store,21,496.5646584
4453,FDP26,7.785,Low Fat,0,Dairy,104.4306,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1555.946583
4454,DRG27,8.895,Low Fat,0.105090817,Dairy,41.5138,OUT035,2004,Small,Tier 2,Supermarket Type1,15,769.2022444
4455,FDQ33,13.35,Low Fat,0.091207161,Snack Foods,151.8708,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2972.109633
4456,FDH20,16.1,Regular,0.041759701,Fruits and Vegetables,98.041,OUT010,1998,Medium,Tier 3,Grocery Store,21,186.4285205
4457,FDV14,19.85,Low Fat,0.044497478,Dairy,89.7856,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1277.623569
4458,DRD01,12.1,Regular,0.061175535,Soft Drinks,54.8614,OUT046,1997,Small,Tier 1,Supermarket Type1,22,827.1423312
4459,NCI17,8.645,Low Fat,0,Health and Hygiene,96.441,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1592.331839
4460,FDF39,14.85,Regular,0.032657896,Dairy,263.191,OUT010,1998,Medium,Tier 3,Grocery Store,21,626.6606233
4461,FDX37,16.2,Low Fat,0.063029339,Canned,100.47,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1601.921145
4462,NCX17,21.25,Low Fat,0.113581951,Health and Hygiene,234.93,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3575.052453
4463,FDN03,9.8,Regular,0.015077408,Meat,250.9408,OUT013,1987,High,Tier 3,Supermarket Type1,32,4249.885503
4464,NCS41,12.85,Low Fat,0.089454322,Health and Hygiene,183.2608,OUT010,1998,Medium,Tier 3,Grocery Store,21,481.4008079
4465,FDH34,8.63,Low Fat,0.031158308,Snack Foods,184.2582,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3379.179932
4466,NCX53,20.1,Low Fat,0.014998688,Health and Hygiene,142.6154,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1913.874197
4467,FDY31,5.98,Low Fat,0.043562851,Fruits and Vegetables,147.9418,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2274.313169
4468,FDD20,14.15,Low Fat,0.020831693,Fruits and Vegetables,126.4046,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2090.153052
4469,FDE51,5.925,Regular,0.096662969,Dairy,45.3086,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,730.6642996
4470,FDV27,7.97,Regular,0.03999003,Meat,86.8514,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1432.147386
4471,FDF16,7.3,Low Fat,0.086116086,Frozen Foods,148.4076,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2512.477368
4472,FDZ02,6.905,Regular,0.038206735,Dairy,96.1726,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1241.087666
4473,NCK05,20.1,Low Fat,0.077611332,Health and Hygiene,63.0536,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1089.660231
4474,FDM12,12.5,Regular,0.069578418,Baking Goods,190.2214,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4582.018907
4475,NCA05,20.75,Low Fat,0.025233003,Health and Hygiene,150.1734,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2510.834023
4476,FDX33,9.195,Regular,0.117723097,Snack Foods,159.5578,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2129.352626
4477,FDM25,10.695,Regular,0,Breakfast,176.1712,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2702.41382
4478,FDE41,9.195,Regular,0.064274939,Frozen Foods,85.8566,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1294.808018
4479,FDW14,8.3,Regular,0.038289031,Dairy,88.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1287.854734
4480,NCD30,19.7,Low Fat,0.026849263,Household,95.8726,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1451.634859
4481,FDB23,19.2,Regular,0.009354173,Starchy Foods,226.0062,OUT010,1998,Medium,Tier 3,Grocery Store,21,670.8665885
4482,FDF45,18.2,Regular,0.012204712,Fruits and Vegetables,60.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1116.824807
4483,FDW20,20.75,Low Fat,0.024286028,Fruits and Vegetables,124.873,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2211.649959
4484,FDF47,20.85,Low Fat,0.097816206,Starchy Foods,222.7746,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3140.100442
4485,NCR05,12.5,Low Fat,0.095651539,Health and Hygiene,200.4084,OUT019,1985,Small,Tier 1,Grocery Store,34,631.9802428
4486,DRB01,7.39,Low Fat,0.082239384,Soft Drinks,187.753,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3032.436846
4487,FDE36,5.26,Regular,0.041737624,Baking Goods,164.4868,OUT013,1987,High,Tier 3,Supermarket Type1,32,2868.534739
4488,FDU56,16.85,Low Fat,0.044483108,Fruits and Vegetables,184.2266,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3031.84478
4489,FDB23,19.2,Regular,0.00559729,Starchy Foods,224.8062,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3830.858127
4490,FDN48,13.35,Low Fat,0.065051711,Baking Goods,91.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1621.169294
4491,FDS43,11.65,Low Fat,0.040481173,Fruits and Vegetables,188.024,OUT013,1987,High,Tier 3,Supermarket Type1,32,2935.962569
4492,NCN05,8.235,Low Fat,0.014447639,Health and Hygiene,183.895,OUT013,1987,High,Tier 3,Supermarket Type1,32,2872.291484
4493,NCL53,7.5,Low Fat,0.036291254,Health and Hygiene,176.2028,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2753.440162
4494,FDL56,14.1,Low Fat,0.125780608,Fruits and Vegetables,86.9198,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1344.513112
4495,FDH17,16.2,Regular,0.016721179,Frozen Foods,96.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1505.369664
4496,FDP37,15.6,Low Fat,0.143105952,Breakfast,126.7994,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2043.283726
4497,FDG09,12.5,Regular,0.083930246,Fruits and Vegetables,188.9556,OUT019,1985,Small,Tier 1,Grocery Store,34,562.4902569
4498,FDA55,17.2,Regular,0.057104603,Fruits and Vegetables,223.1088,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4649.910836
4499,FDX31,20.35,Regular,0.014848655,Fruits and Vegetables,234.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3534.22309
4500,FDJ41,6.85,Low Fat,0.022929688,Frozen Foods,261.4594,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3781.722997
4501,DRC24,17.85,Low Fat,0.024871616,Soft Drinks,155.7998,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2731.999834
4502,FDQ21,21.25,Low Fat,0.01941956,Snack Foods,122.5756,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2188.577398
4503,NCT54,8.695,Low Fat,0.119778027,Household,93.9094,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1412.765655
4504,FDH08,7.51,Low Fat,0.017456177,Fruits and Vegetables,230.101,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,4078.866124
4505,FDY38,13.6,Regular,0.119661905,Dairy,233.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3794.171816
4506,DRM11,6.57,Low Fat,0.110586928,Hard Drinks,261.0278,OUT010,1998,Medium,Tier 3,Grocery Store,21,617.5312591
4507,FDG32,19.85,Low Fat,0.176269152,Fruits and Vegetables,221.6772,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2954.108739
4508,NCH18,9.3,Low Fat,0.04466123,Household,245.2802,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3022.729189
4509,FDI20,19.1,Low Fat,0.038556468,Fruits and Vegetables,211.2586,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4288.855869
4510,FDA33,6.48,Low Fat,0.034037991,Snack Foods,147.2076,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2254.482766
4511,FDN45,19.35,Low Fat,0.118004487,Snack Foods,223.3088,OUT013,1987,High,Tier 3,Supermarket Type1,32,3358.923367
4512,FDT45,15.85,Low Fat,0.095930954,Snack Foods,56.0956,OUT010,1998,Medium,Tier 3,Grocery Store,21,169.4364302
4513,FDR32,6.78,Regular,0.085791732,Fruits and Vegetables,228.9694,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4152.118976
4514,FDA48,12.1,Low Fat,0.115523835,Baking Goods,220.8114,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3523.011673
4515,FDN23,6.575,Regular,0.075934861,Breads,144.8444,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2592.203424
4516,NCR18,15.85,Low Fat,0.020483751,Household,43.2112,OUT035,2004,Small,Tier 2,Supermarket Type1,15,746.8752386
4517,FDD45,8.615,Low Fat,0.116248965,Fruits and Vegetables,94.1436,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1381.834922
4518,FDI22,12.6,Low Fat,0.096604361,Snack Foods,207.0612,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3125.59631
4519,FDT09,15.15,Regular,0,Snack Foods,132.9284,OUT013,1987,High,Tier 3,Supermarket Type1,32,2526.047515
4520,DRC24,12.5,Low Fat,0.02470108,Soft Drinks,154.0998,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4099.709905
4521,FDT39,6.26,Regular,0.009867915,Meat,149.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2179.719163
4522,FDX28,6.325,Low Fat,0.125431986,Frozen Foods,98.4042,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1476.357855
4523,FDA50,16.25,Low Fat,0.087530252,Dairy,95.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1402.958254
4524,FDT33,12.5,Regular,0.033826055,Snack Foods,168.4158,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4191.046984
4525,FDQ60,6.195,Regular,0.10954449,Baking Goods,120.4098,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2019.248852
4526,NCM19,12.65,Low Fat,0.04742967,Others,112.0202,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1680.159424
4527,FDF40,20.25,Regular,0.022512133,Dairy,248.4092,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3740.545707
4528,NCI30,20.25,Low Fat,0.058924378,Household,245.046,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3622.449018
4529,FDK34,13.35,Low Fat,0.038586582,Snack Foods,238.0564,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3827.651441
4530,FDA38,12.5,Low Fat,0.025356532,Dairy,239.4538,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5435.820522
4531,FDT02,12.6,Low Fat,0.024243799,Dairy,36.9874,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,645.4298737
4532,FDC11,20.5,Low Fat,0.142594879,Starchy Foods,87.7172,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1506.064029
